dt: 0.01 CellNx: 12 b: 5.26 noParticles: 2048
Kinetic energy     Potential energy   Total energy   Temperature         Pressure   Average displacement
1514.58            12537.3               14051.9         0.493028         7.35385         187.112
1521.88            12542.1               14064         0.495404         7.3418         187.319
1524.37            12544.5               14068.9         0.496213         7.33216         187.526
1522.36            12543.3               14065.7         0.49556         7.33532         187.733
1516.3            12536.6               14052.9         0.493588         7.35829         187.939
1506.93            12526.8               14033.7         0.490537         7.3928         188.145
1495.25            12515.3               14010.6         0.486734         7.43009         188.348
1483.87            12504.5               13988.3         0.48303         7.46099         188.55
1476.88            12497.5               13974.4         0.480756         7.47802         188.75
1477.24            12500.2               13977.4         0.480871         7.46833         188.949
1484.19            12507.5               13991.6         0.483134         7.44799         189.148
1494.05            12518               14012.1         0.486343         7.42126         189.349
1502.76            12526               14028.8         0.489179         7.38841         189.55
1508.34            12531.9               14040.3         0.490996         7.37403         189.751
1511.04            12533.5               14044.5         0.491876         7.36281         189.953
1511.59            12534.4               14045.9         0.492055         7.35359         190.155
1510.35            12532.5               14042.8         0.491649         7.35877         190.357
1507.51            12530.5               14038.1         0.490726         7.36182         190.558
1503.1            12527               14030.1         0.489292         7.36941         190.758
1496.84            12520.4               14017.2         0.487253         7.39047         190.957
1488.91            12510.7               13999.6         0.484671         7.42446         191.156
1481.27            12501.9               13983.2         0.482183         7.44376         191.354
1477.34            12495.6               13973         0.480906         7.46667         191.552
1479.19            12498.2               13977.3         0.481506         7.45766         191.751
1485.53            12504.6               13990.1         0.483571         7.43823         191.951
1492.94            12512.4               14005.3         0.485982         7.41326         192.152
1498.27            12516.8               14015.1         0.487719         7.40016         192.354
1500.53            12519.9               14020.5         0.488453         7.39323         192.557
1499.75            12519.2               14019         0.488201         7.39483         192.759
1495.87            12515.7               14011.6         0.486936         7.40382         192.96
1489.3            12509.5               13998.8         0.484798         7.41618         193.162
1482.73            12501.7               13984.4         0.482658         7.4377         193.363
1480.39            12499.7               13980.1         0.481899         7.4539         193.564
1484.34            12506.3               13990.6         0.483183         7.44339         193.766
1492.36            12516               14008.3         0.485794         7.42772         193.968
1501.23            12522.3               14023.6         0.488682         7.41204         194.172
1509.47            12528.9               14038.4         0.491366         7.39828         194.376
1515.16            12535.3               14050.5         0.493218         7.38247         194.581
1515.89            12537               14052.9         0.493452         7.36737         194.786
1511.33            12532.7               14044.1         0.491971         7.36772         194.99
1503.83            12524.1               14027.9         0.489527         7.38023         195.194
1497.13            12518.6               14015.7         0.487347         7.38811         195.398
1493.5            12515.9               14009.4         0.486164         7.38955         195.603
1493.03            12516.4               14009.5         0.486013         7.3849         195.808
1494.53            12517.7               14012.2         0.4865         7.38566         196.014
1496.1            12519.3               14015.4         0.487012         7.38573         196.221
