dt: 0.01 CellNx: 12 b: 5.26 noParticles: 2048
Kinetic energy     Potential energy   Total energy   Temperature         Pressure   Average displacement
1443.03            12556.4               13999.4         0.469735         7.30324         89.7247
1458.01            12571.4               14029.4         0.474613         7.26667         89.9202
1474.81            12588.7               14063.5         0.480082         7.21834         90.1178
1487.24            12600.4               14087.7         0.484128         7.17741         90.3174
1491.13            12604.2               14095.3         0.485394         7.16594         90.5178
1486.82            12597.6               14084.4         0.483992         7.18145         90.718
1478.1            12587.4               14065.5         0.481151         7.20893         90.9167
1468.63            12578.1               14046.8         0.478069         7.22718         91.1135
1460.01            12567.8               14027.8         0.475263         7.24335         91.3084
1452.39            12560.8               14013.2         0.472785         7.25065         91.5014
1446.48            12553.4               13999.9         0.470859         7.25499         91.6929
1443.88            12552.6               13996.5         0.470013         7.25076         91.8833
1445.33            12552.2               13997.5         0.470486         7.26146         92.0734
1449.72            12554.8               14004.6         0.471913         7.2395         92.2642
1454.41            12560.2               14014.6         0.47344         7.24219         92.4564
1457.6            12564.1               14021.7         0.47448         7.25368         92.6502
1458.99            12567               14025.9         0.474931         7.26191         92.8459
1457.53            12564.4               14022         0.474457         7.27225         93.0431
1452.12            12558.5               14010.7         0.472695         7.28986         93.241
1444.32            12550.7               13995.1         0.470158         7.30796         93.4386
1437.6            12541.4               13979         0.467969         7.31852         93.6353
1435.85            12539.7               13975.5         0.467398         7.32642         93.8309
1440.12            12543.9               13984         0.46879         7.3156         94.0261
1447.49            12552.3               13999.7         0.471189         7.30194         94.2213
1453.45            12557.6               14011.1         0.473129         7.29211         94.4165
1456.2            12559               14015.2         0.474024         7.27955         94.6111
1457.57            12559.2               14016.8         0.474468         7.27901         94.8049
1460.51            12561.8               14022.3         0.475427         7.27117         94.9982
1466.58            12566.5               14033.1         0.477404         7.26169         95.1921
1474.93            12575.1               14050         0.480121         7.23674         95.3873
1482.64            12584.1               14066.7         0.482631         7.21208         95.5843
1486.61            12586.1               14072.7         0.483922         7.21891         95.7829
1486.05            12586.1               14072.1         0.483739         7.21101         95.9828
1482.5            12583.2               14065.7         0.482585         7.21555         96.183
1479.16            12579.8               14059         0.481497         7.22718         96.383
1478.47            12580.2               14058.7         0.481273         7.23417         96.5826
1479.51            12580.3               14059.8         0.481612         7.23493         96.782
1479.21            12579.6               14058.8         0.481514         7.25349         96.9809
1475.75            12575.3               14051         0.480387         7.26489         97.1789
1469.83            12569.4               14039.3         0.478462         7.28511         97.3753
1463.3            12562.8               14026.1         0.476334         7.29887         97.5696
1457.18            12556.6               14013.8         0.474343         7.3012         97.7619
1451.58            12549.8               14001.4         0.472521         7.31235         97.9525
1445.37            12544.2               13989.6         0.470497         7.30681         98.142
1437.25            12536.7               13974         0.467853         7.31004         98.331
1429.09            12528               13957         0.465198         7.33219         98.52
1426.07            12524.4               13950.5         0.464217         7.33874         98.7101
1432.04            12530               13962.1         0.466158         7.34171         98.9027
1445.91            12543.8               13989.7         0.470674         7.312         99.0992
1461.44            12558.9               14020.4         0.47573         7.27876         99.3
1471.86            12569.2               14041.1         0.479119         7.24284         99.5035
1474.84            12571.9               14046.7         0.480091         7.24087         99.7078
1472.95            12569.7               14042.7         0.479475         7.23733         99.9109
1470.68            12565.8               14036.5         0.478737         7.2596         100.112
1470.25            12565.8               14036         0.478595         7.26104         100.311
1471.12            12567               14038.1         0.478882         7.26335         100.508
1472.21            12567.9               14040.1         0.479236         7.26782         100.704
1473.3            12568.6               14041.9         0.47959         7.27144         100.901
1474.01            12566.9               14040.9         0.47982         7.27533         101.097
1473.36            12565.9               14039.3         0.47961         7.2715         101.295
1471.38            12563.7               14035.1         0.478964         7.27994         101.494
1469.42            12561.6               14031         0.478328         7.29273         101.693
1468.8            12562.1               14030.9         0.478126         7.29101         101.894
1469.66            12561.1               14030.8         0.478406         7.29387         102.096
1471.7            12564.6               14036.3         0.479068         7.29159         102.299
1474.1            12566.1               14040.2         0.479849         7.28808         102.502
1475.4            12567.9               14043.3         0.480273         7.28715         102.704
1473.47            12565.1               14038.6         0.479645         7.28412         102.905
1467.29            12558.6               14025.8         0.477633         7.28431         103.104
1458.09            12547.9               14006         0.474637         7.29859         103.3
1449.05            12538.8               13987.8         0.471697         7.30564         103.494
1444.12            12533.2               13977.3         0.470091         7.31533         103.687
1445.63            12537.1               13982.7         0.470582         7.31626         103.88
1453.02            12543.3               13996.3         0.472989         7.30654         104.073
1463.71            12553.2               14016.9         0.476469         7.2776         104.267
1474.53            12563.4               14037.9         0.479992         7.25526         104.462
1483.22            12572.1               14055.4         0.482819         7.24513         104.658
1488.48            12575.8               14064.3         0.484532         7.24439         104.855
1489.45            12577.7               14067.1         0.484846         7.24302         105.053
1484.75            12573.5               14058.3         0.483318         7.2531         105.251
1473.58            12561.6               14035.2         0.479682         7.27729         105.448
1457.77            12548.6               14006.3         0.474535         7.30329         105.643
1441.22            12533.1               13974.3         0.469147         7.33744         105.837
1428.86            12519.8               13948.7         0.465123         7.37656         106.029
1425.4            12513.8               13939.2         0.463998         7.39614         106.219
1432.8            12520.9               13953.7         0.466405         7.38037         106.41
1447.98            12538.1               13986.1         0.471347         7.35166         106.602
1465.9            12555.6               14021.5         0.477182         7.30423         106.797
1483.43            12573.1               14056.6         0.482887         7.24172         106.994
1499.11            12588.1               14087.2         0.487991         7.20902         107.194
1511.15            12600.7               14111.9         0.491912         7.17299         107.396
1517.02            12605.4               14122.4         0.49382         7.15306         107.6
1514.62            12601.3               14115.9         0.493041         7.17455         107.805
1504.45            12589.6               14094.1         0.489731         7.19075         108.009
1489.67            12573.7               14063.3         0.484918         7.23933         108.211
1474.37            12559               14033.4         0.47994         7.27388         108.412
1461.49            12546               14007.5         0.475744         7.30155         108.61
1451.93            12535.8               13987.8         0.472635         7.32479         108.808
1445.68            12531.8               13977.5         0.470598         7.33711         109.005
1442.55            12529               13971.6         0.469579         7.34664         109.202
1442.63            12528               13970.6         0.469607         7.35089         109.399
1446.6            12531.8               13978.4         0.470897         7.34599         109.597
1455.56            12538.7               13994.2         0.473815         7.32517         109.794
1467.26            12549.4               14016.6         0.477622         7.29925         109.993
1476.51            12558.8               14035.3         0.480636         7.27659         110.193
1480.75            12562.4               14043.2         0.482014         7.2772         110.394
1479.93            12563.1               14043         0.481749         7.2758         110.597
1475.03            12556.6               14031.6         0.480154         7.2901         110.801
1466.76            12547               14013.7         0.47746         7.30877         111.005
1456.19            12535.5               13991.6         0.474022         7.33534         111.208
1446.28            12526.6               13972.9         0.470794         7.35177         111.409
1440.27            12521.4               13961.6         0.468837         7.35344         111.608
1440.56            12520.7               13961.2         0.468933         7.35359         111.806
1447.84            12526.9               13974.7         0.471302         7.33944         112.004
1460            12537.1               13997.1         0.475259         7.31325         112.204
1473.29            12549.8               14023.1         0.479586         7.2933         112.406
1483.39            12560.4               14043.7         0.482873         7.27344         112.609
1487.59            12565.5               14053.1         0.484241         7.25919         112.814
1487.06            12565               14052.1         0.484069         7.2596         113.019
1485.41            12562.7               14048.1         0.483532         7.25995         113.223
1485.31            12563.5               14048.8         0.4835         7.26237         113.427
1486.62            12563.8               14050.5         0.483925         7.27389         113.629
1487.97            12565.8               14053.7         0.484364         7.28041         113.831
1487.77            12565               14052.7         0.484301         7.28341         114.033
1485.15            12561.4               14046.6         0.483447         7.28917         114.234
1480.59            12557.2               14037.8         0.481964         7.28982         114.434
1475.07            12553.5               14028.6         0.480166         7.29222         114.633
1469.88            12547.9               14017.8         0.478478         7.29701         114.832
1467.14            12546.3               14013.4         0.477584         7.28925         115.031
1468.36            12547.8               14016.2         0.477981         7.2894         115.23
1472.63            12550.7               14023.3         0.47937         7.29413         115.43
1476.65            12553               14029.7         0.48068         7.288         115.63
1477.69            12554.5               14032.2         0.481019         7.29306         115.83
1475.16            12551.6               14026.8         0.480196         7.29853         116.029
1471.05            12547.5               14018.5         0.478858         7.30975         116.226
1468.73            12544.8               14013.6         0.478102         7.30854         116.422
1470.55            12545               14015.6         0.478696         7.30354         116.618
1476.09            12548.8               14024.9         0.480497         7.29246         116.814
1482.01            12552.8               14034.8         0.482425         7.27808         117.012
1485.5            12557.1               14042.6         0.483561         7.26389         117.211
1485.35            12556.5               14041.8         0.483513         7.27325         117.41
1481.74            12553.7               14035.5         0.482338         7.28936         117.608
1476.32            12547               14023.3         0.480572         7.31937         117.804
1471.49            12542.9               14014.4         0.479         7.34019         118.001
1469.5            12542.4               14011.9         0.478353         7.34178         118.198
1471.51            12545.4               14016.9         0.479006         7.3346         118.396
1476.21            12549.2               14025.4         0.480537         7.32116         118.596
1481.36            12552.4               14033.8         0.482214         7.31032         118.798
1484.46            12556.7               14041.1         0.483223         7.30128         119.002
1482.64            12556.3               14038.9         0.482631         7.2997         119.205
1474.6            12547.7               14022.3         0.480011         7.31036         119.406
1462.45            12533.3               13995.8         0.476059         7.33843         119.606
1450.66            12519.4               13970         0.47222         7.37017         119.803
1443.74            12510.8               13954.6         0.469968         7.39181         119.999
1444.29            12510.5               13954.8         0.470147         7.40691         120.196
1451.96            12516.9               13968.9         0.472643         7.40481         120.394
1464.72            12529.4               13994.1         0.476797         7.38012         120.593
1478.96            12544.6               14023.6         0.481431         7.35527         120.795
1490.64            12555.6               14046.2         0.485235         7.33286         120.997
1496.99            12561.8               14058.7         0.487301         7.32087         121.199
1497.32            12563.6               14060.9         0.48741         7.3131         121.4
1492.93            12558.9               14051.9         0.48598         7.30773         121.599
1486.82            12553.3               14040.1         0.483991         7.31378         121.798
1481.67            12548.3               14030         0.482316         7.31442         121.996
1479            12545.6               14024.6         0.481446         7.31659         122.195
1480.26            12547.4               14027.6         0.481857         7.30267         122.396
1486.07            12553.1               14039.2         0.483748         7.2853         122.598
1495.11            12563               14058.1         0.48669         7.26478         122.803
1502.81            12569.1               14071.9         0.489196         7.25689         123.011
1503.48            12570.4               14073.9         0.489413         7.26133         123.22
1494.56            12563.5               14058         0.486509         7.2844         123.429
1478.55            12545.4               14024         0.4813         7.32622         123.635
1461.53            12526.9               13988.4         0.475759         7.37859         123.838
1448.6            12512.5               13961.1         0.471548         7.41266         124.037
1442.36            12506.2               13948.6         0.469518         7.42249         124.234
1443.6            12507.3               13950.9         0.469921         7.41655         124.43
1452.04            12517.1               13969.1         0.472668         7.38561         124.625
1465.36            12531               13996.3         0.477005         7.34033         124.822
1478.99            12543               14022         0.481442         7.30429         125.021
1489.04            12552.7               14041.7         0.484714         7.26334         125.221
1493.98            12556.5               14050.4         0.486323         7.25465         125.424
1493.72            12557.1               14050.8         0.486238         7.2508         125.627
1488.67            12550.8               14039.5         0.484593         7.27384         125.831
1480.52            12542.7               14023.3         0.481939         7.29901         126.035
1472.35            12533.7               14006.1         0.47928         7.32931         126.238
1467.34            12528.6               13996         0.47765         7.34737         126.439
1466.52            12526.3               13992.8         0.477384         7.36324         126.639
1468.46            12528.1               13996.6         0.478013         7.36827         126.838
1471.17            12533.9               14005.1         0.478895         7.35711         127.035
1473.6            12536.7               14010.3         0.479687         7.35148         127.232
1476.11            12540.2               14016.3         0.480505         7.33774         127.429
1480.18            12542.2               14022.3         0.481829         7.3382         127.627
1486.47            12547.4               14033.9         0.483876         7.32899         127.826
1491.64            12553.9               14045.6         0.48556         7.3143         128.027
1491.18            12551.3               14042.5         0.485412         7.31662         128.229
1485.11            12545.3               14030.4         0.483435         7.33748         128.43
1477.47            12537               14014.4         0.480948         7.35168         128.631
1473.57            12532.7               14006.2         0.479677         7.35563         128.83
1475.94            12533.6               14009.5         0.48045         7.35146         129.028
1482.71            12540               14022.7         0.482652         7.3333         129.227
1489.09            12546.5               14035.6         0.48473         7.31451         129.427
1490.41            12547.9               14038.3         0.485159         7.31812         129.628
1484.74            12541.3               14026         0.483314         7.33492         129.829
1473.76            12530               14003.7         0.479739         7.35673         130.029
1462.19            12516               13978.2         0.475975         7.39171         130.228
1454.39            12508.4               13962.8         0.473435         7.40575         130.427
1452.07            12506.5               13958.5         0.47268         7.41073         130.626
1454.28            12508.9               13963.2         0.4734         7.39842         130.826
1459.27            12511.8               13971         0.475021         7.38684         131.027
1466.22            12519.3               13985.5         0.477287         7.37478         131.228
1475.06            12527.9               14003         0.480163         7.35836         131.43
1485.56            12539.5               14025         0.483582         7.33198         131.632
1495.96            12551.9               14047.9         0.486968         7.30884         131.835
1502.84            12561.1               14063.9         0.489207         7.29396         132.037
1502.71            12560.4               14063.1         0.489163         7.29376         132.239
1495.29            12550.8               14046.1         0.486749         7.30611         132.44
1484.21            12538.8               14023         0.483142         7.34006         132.639
1474.15            12529.2               14003.3         0.479866         7.36261         132.837
1468.74            12521.9               13990.6         0.478105         7.37259         133.034
1469.7            12521               13990.7         0.478418         7.37443         133.232
1476.09            12528.5               14004.6         0.480499         7.35932         133.431
1485.12            12535.7               14020.8         0.483438         7.35276         133.631
1493.82            12543.4               14037.2         0.48627         7.33823         133.833
1500.19            12547.3               14047.5         0.488344         7.33853         134.037
1502.91            12550.4               14053.3         0.48923         7.3348         134.24
1501.35            12549.9               14051.3         0.488721         7.33926         134.444
1496.02            12544.2               14040.2         0.486987         7.35737         134.646
1488.9            12539.7               14028.6         0.484669         7.35821         134.848
1482.84            12533.8               14016.6         0.482694         7.37377         135.05
1479.72            12530.4               14010.1         0.481679         7.37994         135.251
1479.46            12529.3               14008.7         0.481595         7.38012         135.454
1480.94            12529.3               14010.2         0.482076         7.36094         135.656
1483.74            12532.5               14016.2         0.482988         7.34476         135.859
1488.97            12538.9               14027.9         0.484692         7.32325         136.06
1497.22            12547.1               14044.3         0.487375         7.30045         136.262
1505.57            12555.9               14061.5         0.490094         7.28415         136.464
1508.82            12559.5               14068.3         0.491152         7.28149         136.667
1504.77            12555.2               14060         0.489835         7.29534         136.87
1495.15            12546.8               14041.9         0.486701         7.32059         137.072
1483.46            12534.4               14017.9         0.482899         7.35803         137.273
1474.18            12526.4               14000.6         0.479877         7.38339         137.473
1470.73            12522.7               13993.5         0.478755         7.39897         137.673
1473.42            12525.4               13998.8         0.479628         7.40546         137.873
1479.47            12531.7               14011.2         0.481598         7.39515         138.073
1485.8            12537               14022.8         0.483657         7.37868         138.274
1490.48            12540.5               14031         0.485184         7.36031         138.476
1492.47            12542.6               14035         0.485829         7.35083         138.679
1490.08            12540.7               14030.8         0.485051         7.34487         138.881
1483.7            12533.9               14017.6         0.482974         7.34598         139.084
1477.08            12527.5               14004.6         0.480822         7.34925         139.286
1474.47            12523.2               13997.7         0.479972         7.35436         139.488
1477.01            12526.3               14003.3         0.480798         7.34516         139.689
1481.81            12531.5               14013.3         0.48236         7.33477         139.891
1485.54            12535.6               14021.2         0.483575         7.32988         140.093
1487.52            12536.8               14024.4         0.484219         7.33411         140.295
1488.43            12537.3               14025.7         0.484514         7.35373         140.498
1488.68            12536.6               14025.3         0.484597         7.35887         140.701
1488.73            12537.8               14026.5         0.484612         7.35875         140.905
1488.34            12537.7               14026.1         0.484487         7.36264         141.11
1486.39            12536.6               14023         0.483852         7.3672         141.316
1482.06            12531.6               14013.7         0.482442         7.38084         141.521
1475.97            12524               13999.9         0.480458         7.40133         141.724
1469.93            12516.2               13986.1         0.478493         7.42242         141.925
1465.11            12511.1               13976.2         0.476925         7.43778         142.124
1462.16            12507.4               13969.5         0.475965         7.44639         142.322
1462.49            12507.6               13970.1         0.47607         7.43528         142.519
1468            12512.3               13980.3         0.477863         7.40897         142.717
1478.23            12523.8               14002         0.481195         7.3669         142.916
1489.11            12534.3               14023.4         0.484736         7.3349         143.117
1496.2            12541.7               14037.9         0.487045         7.31468         143.322
1497.49            12542.7               14040.2         0.487464         7.29967         143.527
1494.89            12540.2               14035         0.486617         7.30702         143.732
1491.99            12539.2               14031.2         0.485675         7.31086         143.937
1491.12            12538.9               14030.1         0.485392         7.31537         144.141
1493.07            12539.7               14032.8         0.486025         7.32171         144.345
1497.1            12543.9               14041         0.487337         7.33251         144.55
1500.6            12547.3               14047.9         0.488478         7.33662         144.756
1501.28            12547.2               14048.5         0.488699         7.3492         144.961
1498.71            12544.9               14043.6         0.48786         7.35829         145.167
1494.82            12540.2               14035         0.486596         7.37618         145.373
1492.48            12536.4               14028.8         0.485832         7.38778         145.577
1490.8            12535               14025.8         0.485287         7.39244         145.782
1486.31            12532               14018.3         0.483826         7.38659         145.985
1477.58            12523.6               14001.1         0.480982         7.3906         146.187
1466.51            12511.5               13978         0.477379         7.40297         146.386
1457.37            12501.7               13959         0.474403         7.416         146.584
1455.08            12498.7               13953.7         0.473659         7.40679         146.78
1462.37            12504.8               13967.1         0.476033         7.3848         146.976
1478.43            12521.1               13999.5         0.481259         7.35512         147.174
1497.63            12540.8               14038.5         0.48751         7.31691         147.375
1511.47            12553.7               14065.2         0.492013         7.29921         147.579
1514.61            12555.5               14070.1         0.493037         7.30626         147.784
1508.35            12548.2               14056.6         0.490998         7.33201         147.99
1498.29            12539.3               14037.6         0.487723         7.35797         148.196
1489.23            12529.7               14019         0.484777         7.3762         148.401
1482.9            12523.9               14006.8         0.482716         7.39285         148.605
1478.79            12518.3               13997.1         0.481375         7.41389         148.808
1476.04            12516               13992         0.480482         7.42081         149.01
1474.66            12515.5               13990.1         0.480033         7.41699         149.212
1476.02            12517.5               13993.6         0.480474         7.40013         149.412
1481.97            12522.3               14004.3         0.482412         7.39545         149.612
1492.65            12532.9               14025.6         0.485888         7.37117         149.814
1504.45            12544.4               14048.9         0.489729         7.34299         150.017
1512.42            12551.8               14064.2         0.492323         7.32783         150.221
1513.26            12551.5               14064.8         0.492599         7.33591         150.426
1506.56            12545.5               14052         0.490416         7.34867         150.63
1494.38            12533.4               14027.8         0.486451         7.37501         150.834
1480.64            12519.4               14000.1         0.481978         7.40648         151.036
1470.09            12507.6               13977.7         0.478543         7.42429         151.237
1465.71            12504.1               13969.9         0.47712         7.42339         151.436
1467.76            12507.8               13975.5         0.477788         7.41305         151.636
1473.84            12512.6               13986.5         0.479766         7.39824         151.836
1480.32            12518.7               13999         0.481876         7.37933         152.036
1485.15            12523               14008.2         0.483446         7.37805         152.238
1488.67            12527.6               14016.3         0.484594         7.37595         152.439
1491.66            12530.8               14022.5         0.485568         7.3736         152.64
1493.92            12532.5               14026.5         0.486303         7.36573         152.84
1495.08            12535.4               14030.5         0.486678         7.3605         153.041
1495.64            12535.8               14031.4         0.486862         7.3636         153.241
1496.75            12536.8               14033.5         0.487224         7.35735         153.441
1498.55            12537.9               14036.4         0.487811         7.35269         153.641
1500.08            12539.4               14039.4         0.488306         7.34975         153.841
1501.09            12540               14041.1         0.488635         7.3443         154.042
1502.92            12541.4               14044.3         0.489232         7.34001         154.243
1507.69            12543.7               14051.4         0.490784         7.33257         154.445
1515.5            12550.9               14066.4         0.493326         7.3165         154.648
1523.18            12558.3               14081.4         0.495826         7.30203         154.854
1526.3            12561.9               14088.2         0.496841         7.29607         155.06
1521.08            12558.4               14079.5         0.495144         7.31523         155.267
1506.46            12544.7               14051.1         0.490383         7.3456         155.473
1484.8            12523.2               14008         0.483333         7.39379         155.677
1461.2            12499.4               13960.6         0.475651         7.45584         155.878
1441.13            12478               13919.1         0.469119         7.50716         156.076
1429.03            12466.1               13895.1         0.465179         7.52942         156.272
1427.15            12464.5               13891.6         0.464566         7.52248         156.468
1435.52            12474.3               13909.8         0.467293         7.49818         156.665
1451.51            12489               13940.5         0.472496         7.45431         156.864
1469.74            12508.4               13978.1         0.478432         7.41265         157.065
1484.62            12522               14006.6         0.483274         7.38079         157.268
1493.61            12528.6               14022.3         0.486201         7.36475         157.471
1497.7            12531.8               14029.5         0.487533         7.35775         157.675
1499.3            12533.4               14032.7         0.488052         7.3621         157.878
1500.13            12533.9               14034         0.488324         7.36641         158.081
1500.72            12533.5               14034.3         0.488515         7.37883         158.282
1501.78            12535.5               14037.3         0.488861         7.37777         158.483
1504.44            12538.7               14043.1         0.489726         7.37442         158.684
1508.05            12541.9               14049.9         0.4909         7.36329         158.885
1510.42            12543.3               14053.7         0.491674         7.35324         159.086
1509.79            12544.3               14054.1         0.491468         7.34285         159.287
1506.56            12540.6               14047.1         0.490417         7.34806         159.488
1502.43            12535.7               14038.1         0.489073         7.35446         159.688
1497.87            12532.6               14030.5         0.487589         7.35463         159.888
1492.61            12527.6               14020.2         0.485877         7.36259         160.088
1487.55            12522.7               14010.3         0.484228         7.3743         160.287
1483.64            12518.7               14002.3         0.482954         7.38071         160.487
1480.77            12516.5               13997.3         0.482022         7.38894         160.686
1479.05            12515               13994         0.481462         7.39529         160.886
1479.17            12513.7               13992.9         0.4815         7.40372         161.086
1481.19            12515               13996.1         0.482158         7.41503         161.287
1483.81            12518.2               14002         0.48301         7.41899         161.49
1486.18            12520.9               14007.1         0.483784         7.42126         161.692
1488.71            12523.7               14012.4         0.484607         7.41252         161.894
1492.07            12526.8               14018.9         0.485699         7.40047         162.096
1495.55            12530.4               14025.9         0.486834         7.3905         162.298
1497.28            12531.5               14028.8         0.487395         7.38137         162.5
1495.77            12527.6               14023.4         0.486904         7.38177         162.702
1491.75            12521.7               14013.5         0.485596         7.38085         162.903
1487.87            12518.3               14006.1         0.484332         7.37954         163.104
1486.17            12517.1               14003.3         0.483778         7.38327         163.305
1486.42            12518.4               14004.8         0.48386         7.38519         163.504
1487.57            12520               14007.5         0.484236         7.38811         163.704
1489.63            12522.3               14011.9         0.484904         7.39159         163.904
1491.99            12524.2               14016.2         0.485673         7.39686         164.106
1493.34            12524.1               14017.4         0.486114         7.40131         164.308
1493.39            12525.9               14019.3         0.486131         7.38996         164.512
1492.73            12525.7               14018.4         0.485915         7.38613         164.716
1491.78            12524.2               14016         0.485604         7.38853         164.921
1490.81            12521.7               14012.5         0.48529         7.39833         165.125
1490.9            12521.6               14012.5         0.485318         7.38713         165.328
1493.23            12524.7               14018         0.486077         7.37674         165.531
1497.03            12529.2               14026.3         0.487313         7.36563         165.734
1500.02            12531.9               14031.9         0.488288         7.36173         165.938
1500.17            12532.4               14032.6         0.488338         7.36266         166.143
1497.04            12526.8               14023.8         0.487319         7.37686         166.348
1491.49            12519.7               14011.2         0.485512         7.39283         166.553
1484.63            12514               13998.7         0.483279         7.40778         166.756
1477.99            12506.6               13984.6         0.481118         7.42299         166.958
1473.07            12502.5               13975.5         0.479515         7.42713         167.157
1470.69            12500.6               13971.3         0.478741         7.43051         167.355
1471.26            12501.2               13972.5         0.478926         7.4266         167.552
1474.51            12504.4               13979         0.479984         7.42216         167.75
1479.63            12508.5               13988.1         0.481652         7.41581         167.948
1487.15            12515.9               14003.1         0.484098         7.40274         168.148
1497.48            12525.5               14023         0.487462         7.38536         168.349
1509.2            12537               14046.2         0.491276         7.3665         168.553
1519.49            12547.8               14067.3         0.494626         7.34525         168.759
1525.11            12551.9               14077         0.496455         7.34028         168.966
1524.22            12551.5               14075.7         0.496166         7.34023         169.172
1517.2            12544.9               14062.1         0.493879         7.34718         169.378
1507.26            12536.9               14044.1         0.490643         7.35669         169.582
1498.21            12528.4               14026.6         0.487699         7.38134         169.785
1490.92            12521.3               14012.2         0.485326         7.39619         169.986
1483.3            12512.8               13996.1         0.482846         7.4118         170.185
1473.5            12503.6               13977.1         0.479654         7.43613         170.382
1463.63            12491.7               13955.4         0.476442         7.46457         170.576
1459.8            12488.7               13948.5         0.475194         7.47529         170.77
1466.37            12495.5               13961.9         0.477333         7.45738         170.964
1481.78            12509.2               13991         0.482351         7.43331         171.16
1500.03            12529.2               14029.3         0.488292         7.39418         171.361
1514.58            12542.4               14056.9         0.493027         7.36609         171.566
1522.6            12550.8               14073.4         0.495639         7.35065         171.774
1524.87            12553.2               14078.1         0.496377         7.34213         171.982
1522.5            12550.2               14072.7         0.495606         7.33823         172.19
1515.69            12542.9               14058.6         0.493388         7.35678         172.396
1504.53            12532.2               14036.8         0.489756         7.38143         172.598
1491.43            12519.7               14011.2         0.485492         7.40599         172.797
1480.01            12508.7               13988.7         0.481773         7.43364         172.992
1472.71            12500.9               13973.6         0.479399         7.45139         173.184
1470.81            12497.8               13968.6         0.478779         7.45649         173.376
1473.88            12502.5               13976.4         0.479778         7.44677         173.57
1480.05            12508.2               13988.2         0.481788         7.43363         173.765
1486.53            12514.5               14001.1         0.483898         7.42608         173.964
1490.92            12519.3               14010.2         0.485326         7.41328         174.165
1493.37            12521.5               14014.9         0.486123         7.40797         174.368
1495.82            12523.3               14019.2         0.48692         7.40752         174.573
1498.33            12526               14024.3         0.487737         7.40372         174.777
1497.49            12524.5               14022         0.487463         7.40528         174.982
1490.81            12518.2               14009         0.485288         7.41217         175.186
1481.35            12509.5               13990.8         0.482211         7.42152         175.387
1476.05            12504               13980         0.480484         7.43003         175.587
1479.58            12505.8               13985.4         0.481634         7.42688         175.786
1490.94            12515.7               14006.6         0.485333         7.39871         175.986
1505.3            12529.4               14034.7         0.490008         7.36793         176.187
1518.3            12541.1               14059.4         0.494239         7.34315         176.391
1527.75            12552.5               14080.3         0.497314         7.316         176.596
1533.1            12556.2               14089.3         0.499055         7.31788         176.803
1533.81            12557.1               14090.9         0.499287         7.32277         177.01
1528.67            12551.9               14080.6         0.497613         7.34917         177.217
1517.1            12541.2               14058.3         0.493848         7.37884         177.424
1500.56            12523.7               14024.2         0.488463         7.42083         177.629
1483.49            12507               13990.5         0.482906         7.45961         177.832
1472.26            12496.9               13969.2         0.479253         7.4768         178.033
1471.21            12496.7               13967.9         0.478909         7.48072         178.233
1479.75            12505.9               13985.6         0.48169         7.452         178.432
1492.68            12519.4               14012         0.4859         7.41317         178.633
1502.97            12530.2               14033.1         0.489248         7.3779         178.836
1504.96            12532               14036.9         0.489897         7.36458         179.039
1497.31            12522.5               14019.8         0.487406         7.37782         179.242
1483.85            12507.7               13991.6         0.483024         7.40323         179.444
1471.2            12495.3               13966.5         0.478906         7.42391         179.643
1464.26            12489.1               13953.4         0.476648         7.43551         179.841
1463.52            12486.5               13950         0.476406         7.44757         180.038
1467.05            12491.4               13958.5         0.477556         7.44138         180.235
1472.46            12497               13969.5         0.479317         7.43858         180.432
1478.36            12502.4               13980.8         0.481238         7.43546         180.63
1483.33            12509               13992.3         0.482854         7.42891         180.829
1485.83            12511.4               13997.2         0.483668         7.42602         181.028
1486.36            12512.1               13998.5         0.483841         7.42885         181.228
1486.77            12513.6               14000.4         0.483973         7.42525         181.427
1488.56            12515.6               14004.2         0.484556         7.42365         181.627
1492.58            12519.5               14012.1         0.485867         7.4137         181.828
1498.82            12525               14023.9         0.487899         7.40497         182.03
1506.75            12532.8               14039.5         0.490479         7.38781         182.234
1515.13            12542.1               14057.3         0.493206         7.36965         182.44
1521.77            12550               14071.8         0.495369         7.35791         182.648
1524.25            12552.2               14076.4         0.496174         7.35675         182.858
1521.26            12548.1               14069.3         0.495201         7.36401         183.068
1513.43            12538.9               14052.3         0.492653         7.38496         183.278
1502.86            12527.5               14030.4         0.489211         7.40473         183.486
1493.04            12516               14009         0.486016         7.42642         183.69
1487.73            12510.3               13998.1         0.484287         7.42903         183.892
1489.15            12511.2               14000.4         0.484749         7.42507         184.092
1496.85            12516.4               14013.2         0.487256         7.40665         184.291
1507.22            12527.8               14035         0.490631         7.37238         184.492
1514.77            12536.7               14051.5         0.493091         7.35348         184.694
1515.63            12538.5               14054.1         0.49337         7.35042         184.897
1509.18            12532.2               14041.3         0.491271         7.36916         185.1
1497.46            12520.8               14018.2         0.487454         7.40529         185.303
1483.49            12507.8               13991.3         0.482906         7.43498         185.504
1469.56            12493.1               13962.7         0.478373         7.47606         185.705
1458.35            12480.9               13939.3         0.474724         7.50951         185.904
1453.59            12477.1               13930.7         0.473174         7.51665         186.103
1457.45            12480.2               13937.7         0.47443         7.50741         186.302
1469.44            12490.7               13960.2         0.478333         7.47957         186.502
1486.11            12509.6               13995.7         0.483761         7.43068         186.704
1502.28            12525.9               14028.2         0.489025         7.38709         186.907
